EID,Title,Year,Source title,Cited by,DOI,Topic_Category,GBRS_Mentioned,BIPV_Application,Key_Sentences
2-s2.0-82355192003,Epitaxial growth of diindenoperylene ultrathin films on Ag(111) investigated by LT-STM and LEED,2011,Physical Chemistry Chemical Physics,16,10.1039/c1cp22769f,Other,LEED,Not specified,
2-s2.0-85120906379,Comparative sustainability assessment of a hydrogen supply network for hydrogen refueling stations in Korea-a techno-economic and lifecycle assessment perspective,2021,Green Chemistry,37,10.1039/d1gc03006j,BIPV Economics / LCA,None mentioned,Not specified,
2-s2.0-105009896916,One-pot one-step enzymatic synthesis of 5-(aminomethyl)-2-furancarboxylic acid from 5-(hydroxymethyl) furfural,2025,Green Chemistry,2,10.1039/d4gc06452f,Other,None mentioned,Not specified,
2-s2.0-85198618520,A highly transparent and efficient luminescent solar concentrator based on nanosized molybdenum clusters and quantum-cutting perovskite nanocrystals,2024,Journal of Materials Chemistry C,6,10.1039/d4tc01520g,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,"The emission wavelengths of luminophore matched well with that of the external quantum efficiency (EQE) wavelength range of Si PV cell attached to the edge of the LSC waveguide, and its transparency could be utilized as highly efficient building-integrated photovoltaics (BIPV)."
2-s2.0-105024887307,Atmospheric-moisture-driven evaporative cooling and concurrent hydrovoltaic energy harvesting in photovoltaic panels,2026,Energy and Environmental Science,1,10.1039/d5ee05530j,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"The integrated system can directly power various electronic devices and support energy storage, paving the way for sustainable, self-powered Internet of Things (IoT) networks and net-zero energy buildings through efficient utilization of ambient moisture and solar-induced thermal waste."
2-s2.0-105010351576,Lifecycle analysis of nanotechnology-enhanced soft materials in the circular economy,2025,Molecular Systems Design and Engineering,7,10.1039/d5me00067j,Other,None mentioned,Not specified,
2-s2.0-85071233584,Stochastic energy investment in off-grid renewable energy hub for autonomous building,2019,IET Renewable Power Generation,24,10.1049/iet-rpg.2018.6254,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"net-zero energy building). | When the wind and solar powers are not integrated, the hydro energy must be increased by 50%."
2-s2.0-85194918766,Experimental investigation of BIPV/T application in winter season under Şanlıurfa's meteorological conditions,2024,IET Renewable Power Generation,4,10.1049/rpg2.13014,BIPV Technical Performance,None mentioned,Façade BIPV,Building integrated photovoltaic thermal (BIPV/T) systems are used to enable buildings to generate their own energy.
2-s2.0-84906850108,What metrics to evaluate sustainability of photovoltaic systems?,2014,Metallurgical Research and Technology,4,10.1051/metal/2014007,Other,None mentioned,Generic PV / BAPV,
2-s2.0-84882400851,Optimization of the hybrid energy harvest systems sizing for net-zero site-energy houses,2013,Journal of Architectural Engineering,7,10.1061/(ASCE)AE.1943-5568.0000109,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,"Energy-efficient and net-zero-energy buildings are quickly gaining importance and popularity among contemporary building practices. | Typically, several renewable energy-harvesting systems are combined to reach the objective of net-zero energy consumption, posing the unique challenge of properly sizing each energy system."
2-s2.0-84859897855,Identification of safety risks for high-performance sustainable construction projects,2012,Journal of Construction Engineering and Management,109,10.1061/(ASCE)CO.1943-7862.0000446,GBRS Comparative Analysis,LEED,Not specified,
2-s2.0-84873713475,Safety risk quantification for high performance sustainable building construction,2012,Journal of Construction Engineering and Management,75,10.1061/(ASCE)CO.1943-7862.0000504,BIPV+GBRS Cross,LEED,Not specified,"The research described in this paper builds on previous knowledge by quantifying the percent increase in base-level safety risk resulting from the design strategies and construction methods implemented to earn specific LEED credits. | The results indicate that design elements and means and methods of construction implemented to achieve 12 of the 49 LEED credits increase the frequency of injuries or exposure to known, high risk environments."
2-s2.0-84958763835,Parabolic Trough Collector Performance in a Hot Climate,2016,Journal of Energy Engineering,12,10.1061/(ASCE)EY.1943-7897.0000268,Net-Zero / Zero-Energy Buildings,None mentioned,Not specified,The program conducted on an existing institutional building intending to convert it into near-net-zero energy building.
2-s2.0-84975291031,Multiobjective optimization model for maximizing sustainability of existing buildings,2016,Journal of Management in Engineering,41,10.1061/(ASCE)ME.1943-5479.0000425,Other,LEED,Not specified,
2-s2.0-85182608991,Housing Development through the BIM Methodology to Reach the Powerhouse Standard by Applying Rammed-Earth Techniques and Solar Energy,2024,Journal of Architectural Engineering,3,10.1061/JAEIED.AEENG-1647,BIPV Economics / LCA,None mentioned,Generic PV / BAPV,
2-s2.0-85211916294,Trihybrid Method for Energy Efficiency Retrofitting of Public Housing in a Hot Arid Climate: A Case Study in the UAE,2025,Journal of Architectural Engineering,3,10.1061/JAEIED.AEENG-1791,BIPV Technical Performance,None mentioned,Window / Curtain Wall BIPV,"While energy efficiency retrofitting systems have been chiefly used by adding a thermal insulation layer over the external envelope of houses, in this research, a new trihybrid energy efficiency retrofitting method containing external thermal insulation cladding integrated with both green infrastructure (GI) and building integrated photovoltaics (BIPVs) is suggested as a more sustainable retrofitting system that could meet the local EUI benchmarks and significantly contribute to achieving SDGs in the public housing sector in the UAE."
2-s2.0-85147331336,Sustainability Assessment and Benchmarking Framework for Buildings Using a System Dynamics Modeling and Simulation Approach,2023,Journal of Computing in Civil Engineering,8,10.1061/JCCEE5.CPENG-5146,Policy / Regulation,None mentioned,Not specified,"Furthermore, these tools adopt a discrete approach by ignoring the trade-offs among the pillars of sustainability. | Additionally, the net-zero energy policy is not the only way to reach the highest level of sustainability because a combination of material, water, and energy interventions could also lead to improved sustainability performance. | Builders, government agencies, and urban planners worldwide can adopt the SAB framework to define benchmarks and implement policies for improving the sustainability of buildings."
2-s2.0-79955732210,Case study for active solar space heating and domestic hot water preparation in a passive house,2011,Journal of Renewable and Sustainable Energy,11,10.1063/1.3558868,Other,Passive House,Not specified,
2-s2.0-79960163220,Conception of a passive and durable house in Tlemcen (North Africa),2011,Journal of Renewable and Sustainable Energy,7,10.1063/1.3588132,Other,Passive House,Not specified,"Our vision of ecological construction is centred on the concept of durability of the environment, i.e., the adoption of a lifestyle which makes it possible to preserve, to maintain, and to improve quality of the resources and natural balances, and thus to spare the future."
2-s2.0-84884186697,Hellenic renewable energy policies and energy performance of residential buildings using solar collectors for domestic hot water production in Greece,2013,Journal of Renewable and Sustainable Energy,6,10.1063/1.4813066,Policy / Regulation,None mentioned,Not specified,
2-s2.0-84971290200,Electricity sector transformation in New Zealand: A sustainability assessment approach,2016,Journal of Renewable and Sustainable Energy,9,10.1063/1.4950943,Policy / Regulation,None mentioned,Not specified,A major transition from a state owned and operated electricity sector to an open electricity market model and the policies adopted during this period have shaped the generation mix of New Zealand to its current form.
2-s2.0-85017633477,Green small hydropower in China: Practices and drivers,2017,Journal of Renewable and Sustainable Energy,7,10.1063/1.4980157,Policy / Regulation,None mentioned,Not specified,"Furthermore, this paper illustrates the major drivers of GSHP, which include the increasing awareness of environmental protection, change of supply and demand balance, and weak regulatory framework."
2-s2.0-85052312514,Sustainability metrics for renewable energy production: Analysis of biomass-based energy plants in Italy,2018,Journal of Renewable and Sustainable Energy,19,10.1063/1.5022659,Other,None mentioned,Not specified,
